Chip Area, Chip total CIM array, Total IC Area on chip, Total ADC Area on chip, Total Accumulation Circuits on chip, Other Peripheries, Weight Gradient Calculation, Chip readLatency of Forward, Chip readDynamicEnergy of Forward, Chip readLatency of Activation Gradient, Chip readDynamicEnergy of Activation Gradient, Chip readLatency of Weight Gradient, Chip readDynamicEnergy of Weight Gradient, Chip writeLatency of Weight Update, Chip writeDynamicEnergy of Weight Update, Chip total Latency, Chip total Energy, Chip PEAK readLatency of Forward, Chip PEAK readDynamicEnergy of Forward, Chip PEAK readLatency of Activation Gradient, Chip PEAK readDynamicEnergy of Activation Gradient, Chip PEAK readLatency of Weight Gradient, Chip PEAK readDynamicEnergy of Weight Gradient, Chip PEAK writeLatency of Weight Update, Chip PEAK writeDynamicEnergy of Weight Update, Chip PEAK total Latency, Chip PEAK total Energy, Chip leakage Energy, Chip leakage Power, ADC readLatency, Accumulation Circuits readLatency, Synaptic Array w/o ADC readLatency, Buffer readLatency, Interconnect readLatency, Weight Gradient Calculation readLatency, Weight Update writeLatency, DRAM data transfer Latency, ADC readDynamicEnergy, Accumulation Circuits readDynamicEnergy, Synaptic Array w/o ADC readDynamicEnergy, Buffer readDynamicEnergy, Interconnect readDynamicEnergy, Weight Gradient Calculation readDynamicEnergy, Weight Update writeDynamicEnergy, DRAM data transfer DynamicEnergy, Energy Efficiency TOPS/W, Throughput TOPS, Throughput FPS, Peak Energy Efficiency TOPS/W, Peak Throughput TOPS, Peak Throughput FPS
2.49452e+06,9453.96,376206,1.43899e+06,294404,223867,151600,7.25856e+09,4.21779e+10,2.80666e+09,4.24205e+10,4.16698e+10,2.94474e+13,5.44011e+08,4.41555e+07,5.2279e+10,29.5321,8.87574e+08,1.89121e+10,8.12382e+08,2.54428e+10,3.71533e+10,3.93211e+11,5.09856e+08,8.46955e+06,3.93631e+10,4.37574e+11,3.29443e+08,33.3477
3.7966e+08,1.11044e+09,2.0986e+08,1.6009e+10,2.03413e+09,3.71533e+10,5.09856e+08,4.90784e+08,1.97933e+10,2.08889e+10,3.67271e+09,1.73836e+10,3.58042e+10,3.93211e+11,8.46955e+06,2.90937e+13,1.58988,0.898124,0.0191281,107.303,1.19282,0.0254045,
